@CWTOTALCOMMENT,@TAMMATURITYLEVEL,@OVERVIEWTXT,@SPLITNAME,@NAME,@CWAVERAGERATING,@DATEVALIDATED,@VALIDATED,@SORTID,@EXPORTFLAG,@UNIQUEIDENTIFIER,@BUSINESSCONTEXT,@TYPE,@TAMAPPLICATIONIDENTIFIER,@DESCRIPTION,@FUNTIONALITY,@DELETEDAPP,@TEMPLATE,@WHENUPDATED,@FRAMEWORXSTATUS,@WHENCREATED,@SUPPORTEDCONTRACTS,@FUNCTIONALITYTXT,@SUPPORTEDBUSINESSSERVICESTXT,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS
0.0,39bed8be4ca211e39beff81a67018365,,API Gateway,API Gateway,0.0,1899-12-30T00:00:00,0,10.03.01,0,105cd537e02b11e780d0000d3a02ed0d,,e1ba9cf239d811db9075004096a6c0fb,10.3.1,"High-performance, scalable, and low latency engine capable of mediating HTTP requests between API consumers and service enablers",,0,0,2017-12-18T19:27:33,5c8068728eca11e5bf18002590713bc0,2017-12-13T17:28:43,,,,ATALMOR,ATALMOR,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,API Lifecycle Management,API Lifecycle Management,0.0,1899-12-30T00:00:00,0,10.03.02,0,105cd53be02b11e780d0000d3a02ed0d,,e1ba9cf239d811db9075004096a6c0fb,10.3.2,"API Lifecycle Management supports the processes required for designing, developing, testing, deploying, operating, reporting and retiring APIs;",,0,0,2017-12-18T19:27:41,5c8068728eca11e5bf18002590713bc0,2017-12-13T17:28:43,,,,ATALMOR,ATALMOR,DFREED,,
0.0,,,Developers Portal,Developers Portal,0.0,1899-12-30T00:00:00,0,10.03.03,0,105cd53fe02b11e780d0000d3a02ed0d,,e1ba9cf239d811db9075004096a6c0fb,10.3.3,"API integration developers Portal is based on a Technical / commercial API Catalogue with
functions to easy search and discover APIs, find API documentation and code examples, performance and usage reports and linking to technical support (online, email, forums, etc.).",,0,0,2017-12-18T19:28:06,5c8068728eca11e5bf18002590713bc0,2017-12-13T17:28:43,,,,ATALMOR,ATALMOR,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Billing Inquiry Dispute & Adjustment Management,Billing Inquiry Dispute & Adjustment Management,0.0,1899-12-30T00:00:00,0,05.06.03.03,0,105cd543e02b11e780d0000d3a02ed0d,,a4afc310752511db93fa000e3573f0d3,5.6.3.3,"The purpose of Billing Inquiry Dispute & Adjustment Management application is to support the customer service representative (CSR) in Billing Inquiry, Dispute & Adjustment Management",,0,0,2017-12-18T19:27:50,5c8068728eca11e5bf18002590713bc0,2017-12-13T17:28:44,,,,ATALMOR,ATALMOR,DFREED,,
0.0,c0e868fe4ca311e39beff81a67018365,,Mass Market Sales Workflow Management (Deleted),Mass Market Sales Workflow Management (Deleted),0.0,1899-12-30T00:00:00,0,,0,10911efb1e8711dc87c600059a3c7800,,e1ba9cf239d811db9075004096a6c0fb,3.6.2 (This Application ID has been deliberately unused!),,,1,0,2017-06-27T17:41:11,5c8068728eca11e5bf18002590713bc0,2007-06-19T12:03:57,,,,ADMIN,ADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Contract Tracking & Storage,Contract Tracking & Storage,0.0,1899-12-30T00:00:00,0,03.08.03,0,110ac948699c11e1a5f7002564cb911c,,e1ba9cf239d811db9075004096a6c0fb,3.8.3,"Contract Tracking and Storage provides the ability to view customer's existing contracts, search for customer contracts based on meta-data and to search text strings within contracts. There is a central repository for contract storage as well as the associated contract meta-data. This data can be mined for Campaigns and Lead Generation.",,0,0,2017-12-20T16:35:54,5c8068728eca11e5bf18002590713bc0,2012-03-08T22:58:03,,,,ADMIN,ADMIN,DFREED,,
0.0,,,,BI Performance Management,0.0,1899-12-30T00:00:00,0,,0,11202ff1b3cd11eb80ff000d3a02ed0d,,,,,,0,0,2021-05-13T09:24:56,,2021-05-13T09:24:56,,,,ATALMOR,ATALMOR,ATALMOR,,
0.0,39bed8be4ca211e39beff81a67018365,,Billing Events Management,Billing Events Management,0.0,1899-12-30T00:00:00,0,05.20,0,1185072567ad11e1a5f7002564cb911c,,e1ba9cf039d811db9075004096a6c0fb,5.20,"Billing Event Management encompasses Billing Event Processing and Billing Event Error Management. 
Billing Event Processing provides the functions necessary to collect events that are relevant for billing processes, relate them to the proper product offering or customer account, and direct the events to the appropriate billing sub-functions. Billing events include:
• Events that indicate the need for periodic billing of a recurring product charge(from customer orders).
• Records that indicate the need for billing of a non-recurring charge (from customer orders).
• Records produced by network elements (from usage management). Usage Management will collect and distribute the network records that will be used in the Billing processes to Billing Event Management.

Billing Event Error Management functions are a complex set of activities related to 
automating the processes of correcting errors in billing events. This often includes the capability to apply mass corrections.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<META content=""text/html; charset=utf-8"" http-equiv=Content-Type>
<META name=GENERATOR content=""MSHTML 8.00.7601.17744""></HEAD>
<BODY>
<P><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Billing 
Event Management functionality includes:<?xml:namespace prefix = o ns = 
""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN></P>
<UL type=disc>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Billing Event 
  Processing</SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""LINE-HEIGHT: 200%; FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: Calibri; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Billing 
  Event Error Management</SPAN></LI></UL>
<P></P></BODY></HTML>",0,0,2017-07-12T14:37:02,5c8068728eca11e5bf18002590713bc0,2012-03-06T11:54:43,,,,ADMIN,ADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Service Problem Analysis,Service Problem Analysis,0.0,1899-12-30T00:00:00,0,06.05.03,0,1405f1ec472211df8c200026b9bf6441,,e1ba9cf239d811db9075004096a6c0fb,6.5.3,"Service Problem Analysis applications provide necessary functionality to diagnose the service problem.  The application will also correlate customer problems with resource troubles, and prioritize the problem appropriately. Service problems impacting the availability of customer services will notify operations applications for immediate manual or automatic mitigation or correction.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<META content=""text/html; charset=utf-8"" http-equiv=Content-Type>
<META name=GENERATOR content=""MSHTML 8.00.7600.16535""></HEAD>
<BODY>
<P><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Service 
Problem Analysis applications provide necessary functionality to diagnose the 
service problem.&nbsp; This may involve:</SPAN></P>
<UL type=disc>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'"">Verification 
  that the service configuration matches the product features </SPAN><SPAN 
  style=""mso-fareast-font-family: 'Times New Roman'""><?xml:namespace prefix = o 
  ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'"">Correlation 
  and consolidation of the various customer problems and resource troubles 
  into&nbsp;a single root service problem&nbsp; </SPAN><SPAN 
  style=""mso-fareast-font-family: 'Times New Roman'""><o:p></o:p></SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'"">Prioritization 
  of currently open service problems, giving consideration to problem impact, 
  service level agreement, etc. </SPAN><SPAN 
  style=""mso-fareast-font-family: 'Times New Roman'""><o:p></o:p></SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'"">Issuing 
  service tests, including one time tests or a series of tests over a period of 
  time. </SPAN><SPAN 
  style=""mso-fareast-font-family: 'Times New Roman'""><o:p></o:p></SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'"">Analysis 
  of test results </SPAN><SPAN 
  style=""mso-fareast-font-family: 'Times New Roman'""><o:p></o:p></SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'"">Analysis 
  of relevant fault&nbsp;of performance data </SPAN></LI>
  <LI 
  style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" 
  class=MsoNormal><SPAN 
  style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'""></SPAN><SPAN 
  style=""LINE-HEIGHT: 115%; FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: 'Times New Roman'; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA"">Analysis 
  of customer problem information</SPAN></LI></UL></BODY></HTML>",0,0,2017-07-12T14:37:06,5c8068728eca11e5bf18002590713bc0,2010-04-13T13:29:14,,,,ADMIN,ADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Procurement,Procurement,0.0,1899-12-30T00:00:00,0,09.10.02,0,1686c205a15811e2a691f04da23a38c8,,e1ba9cf239d811db9075004096a6c0fb,9.10.2,"Procurement Management provides the necessary functionality to manage the requisitions for material and placing the orders with the contracted supplier/partner. This includes orders placed in conjunction with a customer order as well as orders placed as part of service provider expansions of product, service, or network.A Supplier/Partner Order can also include a simple transaction with a supplier/partner concerning an application purchased via a product catalog, and the app is delivered.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><HTML><HEAD><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></HEAD><BODY><P><FONT face=Arial><FONT size=2>Procurement Management functionality includes the following:<?xml:namespace prefix = o ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></FONT></FONT></P>
<UL type=disc>
<LI style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" class=MsoNormal><FONT face=Arial><FONT size=2><SPAN style=""mso-fareast-font-family: 'Times New Roman'"">The Process of deciding which supplier to order from<o:p></o:p></SPAN> </FONT></FONT>
<LI style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" class=MsoNormal><FONT face=Arial><FONT size=2><SPAN style=""mso-fareast-font-family: 'Times New Roman'"">Placing purchase orders<o:p></o:p></SPAN> </FONT></FONT>
<LI style=""LINE-HEIGHT: normal; MARGIN: 0in 0in 10pt; mso-margin-top-alt: auto; mso-margin-bottom-alt: auto; mso-list: l0 level1 lfo1; tab-stops: list .5in"" class=MsoNormal><SPAN style=""mso-fareast-font-family: 'Times New Roman'""><FONT face=Arial><FONT size=2>Ensuring supplier payment<o:p></o:p></FONT></FONT></SPAN></LI></UL></BODY></HTML>",0,0,2017-07-12T14:37:10,5c8068728eca11e5bf18002590713bc0,2013-04-09T14:57:21,,,,DFREED,DFREED,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Content Management,Content Management,0.0,1899-12-30T00:00:00,0,09.06.05,0,1699ae7c306411df955c001de065480b,,e1ba9cf239d811db9075004096a6c0fb,9.6.5,"Content Management Application enables enterprise to Acquire, Document, Host and Share knowledge.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<META content=""text/html; charset=utf-8"" http-equiv=Content-Type>
<META name=GENERATOR content=""MSHTML 8.00.6001.18876""></HEAD>
<BODY>
<P style=""MARGIN: 0in 0in 10pt"" class=MsoNormal><SPAN 
style=""mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri""><FONT 
size=2 face=Arial>Content management (CM) includes (but not limited 
to):</FONT></SPAN></P>
<UL>
  <LI>
  <DIV 
  style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.5in; mso-add-space: auto"" 
  class=MsoListParagraphCxSpFirst><FONT face=Arial><FONT size=2><SPAN 
  style=""mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri"">Content 
  Repository &amp; Archival</SPAN></FONT></FONT></DIV></LI>
  <LI>
  <DIV 
  style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.5in; mso-add-space: auto"" 
  class=MsoListParagraphCxSpMiddle><FONT face=Arial><FONT size=2><SPAN 
  style=""mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri"">Content 
  Authoring &amp; Compilation (incl framework)</SPAN></FONT></FONT></DIV></LI>
  <LI>
  <DIV 
  style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.5in; mso-add-space: auto"" 
  class=MsoListParagraphCxSpLast><FONT face=Arial><FONT size=2><SPAN 
  style=""mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri"">Content 
  Distribution &amp; Acquisition</SPAN></FONT></FONT></DIV></LI>
  <LI>
  <DIV 
  style=""TEXT-INDENT: -0.25in; MARGIN: 0in 0in 0pt 0.5in; mso-add-space: auto"" 
  class=MsoListParagraphCxSpLast><FONT face=Arial><FONT size=2><SPAN 
  style=""mso-ascii-font-family: Calibri; mso-hansi-font-family: Calibri"">Content 
  Portal &amp; Discovery</SPAN></FONT></FONT></DIV></LI></UL></BODY></HTML>",0,0,2019-05-30T09:21:17,5c8068728eca11e5bf18002590713bc0,2010-03-15T14:53:49,,,,EVOLVEADMIN,EVOLVEADMIN,ATALMOR,,
0.0,39bed8be4ca211e39beff81a67018365,,RA Tracking & Management,RA Tracking & Management,0.0,1899-12-30T00:00:00,0,09.01.02,0,172f9a4012d311e29cfff04da23a38c8,,e1ba9cf239d811db9075004096a6c0fb,9.1.2,"RA Tracking & Management applications provide necessary functionality to assure that Revenue Assurance anomalies are remedied in an efficient manner. This is done by monitoring the lifecycle of revenue assurance activities, including monitoring, analysis, and initiation of correction & recovery.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML xmlns:o = ""urn:schemas-microsoft-com:office:office""><HEAD>
<META content=""text/html; charset=utf-8"" http-equiv=Content-Type>
<META name=GENERATOR content=""MSHTML 8.00.7601.17940""></HEAD>
<BODY>
<P><FONT face=Arial><FONT size=2>RA&nbsp;<SPAN 
style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin"">Tracking 
&amp; Management applications provides necessary functionality to assure that 
Revenue Assurance problems are assigned, coordinated, and 
corrected&nbsp;efficiently, escalating as needed per established business 
rules.<SPAN style=""mso-spacerun: yes"">&nbsp; </SPAN>Problems are tracked from 
inception to resolution, including 
verification.</SPAN><o:p></o:p></FONT></FONT></P></BODY></HTML>",0,0,2017-07-12T14:37:09,5c8068728eca11e5bf18002590713bc0,2012-10-10T06:07:20,,,,DFREED,DFREED,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Capital Lease Management,Capital Lease Management,0.0,1899-12-30T00:00:00,0,09.03.03,0,1744b416219611df9556001de065480b,,e1ba9cf239d811db9075004096a6c0fb,9.3.3,"Capital Lease Management applications provide the required functionality to enable the service provider Capital Services legal entity to support business customer purchases of our products and services by converting one-time, upfront costs into monthly payments.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<META content=""text/html; charset=utf-8"" http-equiv=Content-Type>
<META name=GENERATOR content=""MSHTML 8.00.7601.17744""></HEAD>
<BODY>
<P><FONT size=2 face=Arial>Capital Lease Management functionality supports the 
following:</FONT></P>
<P><FONT size=2 face=Arial></FONT>
<UL>
  <LI><FONT size=2 face=Arial>Complete contract tracking from origination 
  through asset disposition</FONT>
  <P></P>
  <P><FONT size=2 face=Arial></FONT></P>
  <LI><FONT size=2 face=Arial>Complex transaction management for various types 
  of leases</FONT>
  <P></P>
  <P><FONT size=2 face=Arial></FONT></P>
  <LI><FONT size=2 face=Arial>Flexible reporting</FONT></LI></UL>
<P></P>
<P></P></BODY></HTML>",0,0,2017-07-12T14:37:11,5c8068728eca11e5bf18002590713bc0,2010-02-24T17:43:57,,,,EVOLVEADMIN,EVOLVEADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Customer Subscription Management,Customer Subscription Management,0.0,1899-12-30T00:00:00,0,05.01.05,0,17ab3be8146411e28835f04da23a38c8,,e1ba9cf239d811db9075004096a6c0fb,5.1.5,Customer Subscription Management provides the functionality necessary to store and make available the products and services presently being used by the customer.,,0,0,2017-07-12T14:37:00,5c8068728eca11e5bf18002590713bc0,2012-10-12T05:57:42,,,,DFREED,DFREED,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Sales Account Planning,Sales Account Planning,0.0,1899-12-30T00:00:00,0,03.11.03,0,17f537a967d811e1a5f7002564cb911c,,e1ba9cf239d811db9075004096a6c0fb,3.11.3," Sales Account Planning looks at the service provider’s complete relationship with a large customer. This includes the customer’s outages, revenues, opportunities in the pipeline, etc. It allows the account executive to effectively manage the service provider’s relationship with the customer and to plan the selling strategy going forward.",,0,0,2017-07-12T14:36:58,5c8068728eca11e5bf18002590713bc0,2012-03-06T17:02:42,,,,ADMIN,ADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Service Quality Collection & Monitoring,Service Quality Collection & Monitoring,0.0,1899-12-30T00:00:00,0,06.09.02,0,1823d35f0e1e11e0bc42002564cb911c,,e1ba9cf239d811db9075004096a6c0fb,6.9.2,"Service Quality Collection & Monitoring applications provide the necessary functionality to continuously collect and monitor service quality as determined by Service Quality Model Establishment.The collected data is logged and made available for further analysis, and present quality level made available as notifications for immediate action in case of significant deviation.Collects service quality related information from established sources, including service performance management, service problem management, third parties, and customers","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<META content=""text/html; charset=utf-8"" http-equiv=Content-Type>
<META name=GENERATOR content=""MSHTML 8.00.7600.16700""></HEAD>
<BODY>
<P><FONT size=2 face=Arial>Service Quality Collection &amp; Monitoring collects 
service quality related information from established sources, including service 
performance management, service problem management, third parties, and 
customers.</FONT></P></BODY></HTML>",0,0,2017-07-12T14:37:06,5c8068728eca11e5bf18002590713bc0,2010-12-22T17:52:05,,,,ADMIN,ADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Awards & Recognition,Awards & Recognition,0.0,1899-12-30T00:00:00,0,09.02.08,0,18329f7e219511df9556001de065480b,,e1ba9cf239d811db9075004096a6c0fb,9.2.8,Awards & Recognition provides the necessary guidelines and tools to properly and in a consistent way recognize and award employees.,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><HTML><HEAD><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></HEAD><BODY><P><FONT size=2 face=Arial>Awards &amp; Recognition provides the following functionality:</FONT></P>
<P><FONT size=2 face=Arial></FONT>
<UL>
<LI><FONT size=2 face=Arial>Provides guidelines for appropriate employee recognition. </FONT>
<P></P>
<P><FONT size=2 face=Arial></FONT></P>
<LI><FONT size=2 face=Arial>Provides guidelines for appropriate employee awards. </FONT>
<P></P>
<P><FONT size=2 face=Arial></FONT>
<UL><FONT size=2 face=Arial></FONT></UL>
<P><FONT size=2 face=Arial></FONT></P>
<LI><FONT size=2 face=Arial>Provides tools and processes to generate awards such as monetary or item.</FONT> 
<P></P>
<P></P></LI></UL></BODY></HTML>",0,0,2017-07-12T14:37:10,5c8068728eca11e5bf18002590713bc0,2010-02-24T17:36:49,,,,EVOLVEADMIN,EVOLVEADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Vulnerability Management,Vulnerability Management,0.0,1899-12-30T00:00:00,0,09.05.03,0,18d73778304a11df955a001de065480b,,e1ba9cf239d811db9075004096a6c0fb,9.5.3,"Assessing networks and systems for vulnerabilities and taking proactive action to reduce the vulnerabilities or limit the impacts if they are exploited. This is achieved by documenting and managing element configuration, recording any vulnerability as they are discovered, and applying in a timely manner the software patches and upgrades that address known vulnerabilities",,0,0,2017-07-12T14:37:12,5c8068728eca11e5bf18002590713bc0,2010-03-15T11:47:46,,,,EVOLVEADMIN,EVOLVEADMIN,DFREED,,
0.0,39bed8be4ca211e39beff81a67018365,,Supplier/Partner Portal,Supplier/Partner Portal (Deleted),0.0,1899-12-30T00:00:00,0,08.02.08,0,1c33d2bc6a3611e290abf04da23a38c8,,e1ba9cf239d811db9075004096a6c0fb,(This Application ID has been deliberately unused!),Deleted,"<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><HTML><HEAD><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></HEAD><BODY><P><FONT size=2 face=Arial>Supplier/Partner Portals provides a single entry point for suppliers and partners to access various tools used for ordering, assurance, reporting, product management and reconciliation.</FONT></P></BODY></HTML>",0,0,2020-05-29T09:24:05,5c8068728eca11e5bf18002590713bc0,2013-01-29T11:05:15,,,,DFREED,DFREED,ATALMOR,,
0.0,39bed8be4ca211e39beff81a67018365,,Solution Management,Solution Management,0.0,1899-12-30T00:00:00,0,03.10,0,1c395440693b11e1a5f7002564cb911c,,e1ba9cf039d811db9075004096a6c0fb,3.10,"Solution Management applications provide the necessary functionality to manage the analyzing, composing, and recommending of the right solution to a given potential customer.","<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN""><HTML><HEAD><META content=""text/html; charset=utf-8"" http-equiv=Content-Type><META name=GENERATOR content=""MSHTML 8.00.6001.19088""></HEAD><BODY><FONT size=2 face=Arial>
<P><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Solution Management provides management of the sales solution from capturing the requirements through the initial designing of the solution, initial feasibility assessment, pricing of the solution using both tariff and custom prices until (preferably) order request generation. Solution management functionality includes:<?xml:namespace prefix = o ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN></P>
<UL>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Solution requirement capture<o:p></o:p></SPAN></DIV></LI>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Solution design<o:p></o:p></SPAN></DIV></LI>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Solution pricing<o:p></o:p></SPAN></DIV></LI>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Proposal management<o:p></o:p></SPAN></DIV></LI>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Price Optimization<o:p></o:p></SPAN></DIV></LI>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Offer Management<o:p></o:p></SPAN></DIV></LI>
<LI>
<DIV style=""TEXT-INDENT: -0.25in; MARGIN-LEFT: 0.5in; mso-list: l0 level1 lfo1""><SPAN style=""FONT-FAMILY: 'Arial','sans-serif'; FONT-SIZE: 10pt"">Sales Negotiation<o:p></o:p></SPAN></DIV></LI></UL>
<P></FONT></P></BODY></HTML>",0,0,2017-12-20T16:26:18,5c8068728eca11e5bf18002590713bc0,2012-03-08T11:24:01,,,,ADMIN,ADMIN,DFREED,,
