@VALIDATED,@WHENCREATED,@CWAVERAGERATING,@DESCRIPTION,@NAME,@TYPE,@CWTOTALCOMMENT,@ALTERNATENAME,@EXPORTFLAG,@DATEVALIDATED,@TEMPLATE,@UNIQUEIDENTIFIER,@WHENUPDATED,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0,2020-04-07T14:40:07,0.0,"Provides standardized mechanism for product inventory management such as creation, partial or full update and retrieval of the representation of a product in the inventory. It also allows the notification of events related to product lifecycle.",Product Inventory Management API,,0.0,TMF637,0,1899-12-30T00:00:00,0,abefc59a78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:07,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,The intent of this API is to provide a consistent/standardized mechanism to query and manipulate the Service inventory.,Service Inventory Management API,,0.0,TMF638,0,1899-12-30T00:00:00,0,abefc59c78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,The intent of this API is to provide a consistent/standardized mechanism to query and manipulate the Resource inventory.,Resource Inventory Management API,,0.0,TMF639,0,1899-12-30T00:00:00,0,abefc59e78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The REST API for Activation and Configuration allows the user to retrieve, create, update, delete services and retrieve the monitor resource used to monitor the execution of asynchronous requests on a specific resource. Although all the examples given in the API specification are relative to Services, the same API can be used to Activate and Configure Services or Resources.",Service Activation and Configuration API,,0.0,TMF640,0,1899-12-30T00:00:00,0,abefc5a078dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The REST API for Service Order Management provides a standardized mechanism for placing a service order with all of the necessary order parameters. It allows users to create, update & retrieve Service Orders and manages related notifications.",Service Ordering Management API,,0.0,TMF641,0,1899-12-30T00:00:00,0,abefc5a278dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The Alarm Management API applies lessons that were learned in previous generations of similar APIs that were implemented in the Telecommunication industry, starting from ITU recommendations,, TM Forum OSS/J, MTOSI and TIP interfaces, NGMN alignment initiative between 3GPP and TM Forum interfaces, and the more recent ETSI work on requirements for NFV interfaces.",Alarm Management API,,0.0,TMF642,0,1899-12-30T00:00:00,0,abefc5a478dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,Service Qualification API is one of the Pre-Ordering Management APIs. Service Qualification API goal is to provide service availability at Customer location.,Service Qualification API,,0.0,TMF645,0,1899-12-30T00:00:00,0,abefc5a678dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The appointment API provides a standardized mechanism to book an appointment with all the necessary appointment characteristics. The API allows searching of free slots based on parameters, as for example a party, then creating the appointment. The appointment has characteristics such as nature of appointment, place of appointment.",Appointment API,,0.0,TMF646,0,1899-12-30T00:00:00,0,abefc5a878dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,The Quote API is one of the Pre-Ordering Management APIs. The customer Quote API provides a standardized mechanism for placing a customer quote with all of the necessary quote parameters.,Quote Management API,,0.0,TMF648,0,1899-12-30T00:00:00,0,abefc5aa78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"Provides a standardized mechanism for performance management such as creation, partial or full update and retrieval of the resources involved in performance management (Measurement Production Job, Measurement Collection Job, and Ad hoc Collection). It allows also notification of events related to performance",Performance Management Threshold API,,0.0,TMF649,0,1899-12-30T00:00:00,0,abefc5ac78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The Agreement API provides a standardized mechanism for managing agreements, especially in the context of partnerships between partners.",Agreement Management API,,0.0,TMF651,0,1899-12-30T00:00:00,0,abefc5ae78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The REST API for Resource Order Management. It includes the model definition as well as all available operations. Possible actions are creating, updating and retrieving Resource Orders (including filtering). A Resource Order API provides a standard mechanism for placing a Resource Order with all necessary order parameters.",Resource Ordering Management API,,0.0,TMF652,0,1899-12-30T00:00:00,0,abefc5b078dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"The Service Test API provides a standardized mechanism for placing a service test with all of the necessary test parameters. The API consists of a simple set of operations that interact with CRM/Service Management systems in a consistent manner. A service test is a procedure intended to check the quality, performance, or reliability of a service.",Service Test Management API,,0.0,TMF653,0,1899-12-30T00:00:00,0,abefc5b278dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,"REST API for Balance Management. It includes the model definition as well as all available operations for prepay balance management. Prepaid subscribers pay fees before using services. Therefore, the subscribers must have sufficient balances. Operators can provide multiple recharge channels for subscribers. Subscribers can pass credit between different subscriptions, therefore transferring the balance from one account to another.",Prepay Balance Management API,,0.0,TMF654,0,1899-12-30T00:00:00,0,abefc5b478dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:08,0.0,The Change Management API provides standard integration capabilities between external applications and Change Management Application. The API consists of a simple set of operations that interact with a Change Request in a consistent manner.,Change Management API,,0.0,TMF655,0,1899-12-30T00:00:00,0,abefc5b678dd11ea80ee000d3a02ed0d,2020-04-07T14:40:08,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"The SPM API is used to manage service problems. Service problems are generated based on the information declared by a partner or the event information notified from infrastructure providers. The event information includes alarm information, performance anomaly information, trouble ticket information, SLA violation, maintenance information, and prediction information.",Service Problem Management,,0.0,TMF656,0,1899-12-30T00:00:00,0,abefc5b878dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"Through this API, any Enterprise is able to access a Service Quality Management application and extract Service Level Specifications and associated Service Level Objectives (SLO) and their thresholds.",Service Quality Management API,,0.0,TMF657,0,1899-12-30T00:00:00,0,abefc5ba78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"Supports the management of loyalty program specifications, loyalty program members, their associated products and loyalty accounts with loyalty balances",Loyalty Management API,,0.0,TMF658,0,1899-12-30T00:00:00,0,abefc5bc78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"The entity catalog is intended to provide any SID entity to consumers via a catalog, with its specification and policy providing governance over its content. The API provides management of the entity specifications and their associations thru CRUD operations.",Entity Catalog Management API,,0.0,TMF662,0,1899-12-30T00:00:00,0,abefc5be78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"A standardized mechanism for the management of shopping carts. Including creation, update, retrieval, deletion and notification of an event. Shopping Cart entity is used for the temporary selection and reservation of product offerings in e-commerce and retail purchase.",Shopping Cart API,,0.0,TMF663,0,1899-12-30T00:00:00,0,abefc5c078dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"This API introduces Resource Function which is used to represent a Network Service as well as a Network Function. The Network Service and Network Function class definitions and associations in TR244 (which, in turn, builds on concepts from the SID addenda on Logical Resource and Service) are utilized to define the Resource Function",Resource Function Activation and Configuration API,,0.0,TMF664,0,1899-12-30T00:00:00,0,abefc5c278dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"Provides standardized mechanism for the management of billing and settlement accounts, as well as for financial accounting (account receivable) either in B2B or B2B2C contexts",Account Management API,,0.0,TMF666,0,1899-12-30T00:00:00,0,abefc5c478dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,Provides the operations to synchronize documents and document versions across systems. It also provides operations for uploading documents by Users as well as for viewing of documents online,Document Management API,,0.0,TMF667,0,1899-12-30T00:00:00,0,abefc5c678dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"Standardized mechanisms for creating partnership types. It is one of the APIs involved in an onboarding process. Identifies a type of a partnership between parties, including the list of role types that are permitted (i.e Buyer, Seller, Developer). Role types may refer to agreement specifications to be signed by parties playing the role.
The API allows the retrieval, creation, update, and deletion of partnership type and its owned sub-resources.",Partnership Type Management API,,0.0,TMF668,0,1899-12-30T00:00:00,0,abefc5c878dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"A standardized mechanism for general party roles and includes operations such as creation, update, retrieval, deletion and notification of events. Notice that for the management of customers there is a specific Customer Management API. Party Role management API manages the following data resources: PartyRole",Party Role Management API,,0.0,TMF669,0,1899-12-30T00:00:00,0,abefc5ca78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"This API supports the frequently-used payment methods for the customer to choose and pay the usage, including voucher card, coupon, and money transfer.",Payment Methods API,,0.0,TMF670,0,1899-12-30T00:00:00,0,abefc5cc78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,"Used to provide the additional discount, voucher, bonus or gift to the customer who meets the pre-defined criteria. Using promotion, the enterprise is able to attract the users and encourage more consumption, especially continuous purchases. Normally Promotion is not regarded as one type of product or product offering. It is often applied when the customer buys the product offerings with the price or amount surpassing the certain limit",Promotion API,,0.0,TMF671,0,1899-12-30T00:00:00,0,abefc5ce78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:09,0.0,A user role is defined as the entity that defines a set of privileges covering various functions and/or manageable assets. When a user is assigned a given role then it is actually allocated all the privileges defined for that role type and the corresponding permissions are created for that user.,User Roles & Permissions API,,0.0,TMF672,0,1899-12-30T00:00:00,0,abefc5d078dd11ea80ee000d3a02ed0d,2020-04-07T14:40:09,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Provides a standardized client interface to an Address management system. It allows looking for worldwide addresses. It can also be used to validate geographic address data, to be sure that it corresponds to a real geographic address. Finally, it can be used to look for a geographic address by: searching an area as a start (city, town ...), then zooming on the streets of this area, and finally listing all the street segments (numbers) in a street.",Geographic Address Management API,,0.0,TMF673,0,1899-12-30T00:00:00,0,abefc5d278dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Covers the operations to manage (create, read, delete) sites that can be associated with a customer, account, service delivery or other entities. This API defines a Site as a convenience class that allows easy reference to places important to other entities, where a geographic place is an entity that can answer the question “where?”",Geographic Site Management API,,0.0,TMF674,0,1899-12-30T00:00:00,0,abefc5d478dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Provides the information of a geographic region of the entity (customer, equipment, address).",Geographic Location Management API,,0.0,TMF675,0,1899-12-30T00:00:00,0,abefc5d678dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"The Payments API provides the standardized client interface to Payment Systems for notifying about performed payments or refunds. Examples of Payment API originators (clients) include Web servers, mobile app servers, Contact center dashboards or retail store systems.",Payment Management API,,0.0,TMF676,0,1899-12-30T00:00:00,0,abefc5da78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"This API should allow viewing in real-time the balance of the various buckets (SMS, Voice, Data for example) that a user consumes with each of his devices and the usages done out of the bucket. A usage report retrieves the data related to these balances. This API should also allow performing a direct top-up on the balance of a prepaid bucket with voucher references or with a given credit value after a payment done by a credit card or with a credit value transfer.",Usage Consumption Management API,,0.0,TMF677,0,1899-12-30T00:00:00,0,abefc5dc78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,This API allows operations to find and retrieve one or several customer bills (also called invoices) produced for a customer also allows operations to find and retrieve the details of applied customer billing rates presented on a customer bill.,Customer Bill Management API,,0.0,TMF678,0,1899-12-30T00:00:00,0,abefc5de78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,Product Offering Qualification API is one of Pre-Ordering Management API Family. Product Offering Qualification API goal is to provide Product Offering commercial eligibility.,Product Offering Qualification API,,0.0,TMF679,0,1899-12-30T00:00:00,0,abefc5e078dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Recommendation API is used to recommend offering quickly based on the history and real-time context of a customer. It is a real-time and personalized recommendation API. It is usually provided by e-commerce or BSS, CRM system in omni-channel.",Recommendation API,,0.0,TMF680,0,1899-12-30T00:00:00,0,abefc5e278dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Provides a capability to create and send communications, notifications, and instructions to Parties, Individuals, Organizations or Users.",Communication API,,0.0,TMF681,0,1899-12-30T00:00:00,0,abefc5e478dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,A User Interaction captures information about past interactions in order to re-use it in future ones. This allows agents to serve users better by knowing the steps they went through. It also allows customers to see better the actions they have performed and how they interacted with us.,Party Interaction Management API,,0.0,TMF683,0,1899-12-30T00:00:00,0,abefc5e678dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Shipment Tracking captures information about the current status of the shipment, the past checkpoints and the estimated arrival date. Via this API, tracking information can be retrieved by providing an order Id or the shipping company’s tracking id.",Shipment Tracking API,,0.0,TMF684,0,1899-12-30T00:00:00,0,abefc5e878dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"Resource Pool management API provides a feature of resource reservation at pre-order phase. In order to reserve a physical product, logical product, and virtual product, the API uses the idea of a resource pool.",Resource Pool Management API,,0.0,TMF685,0,1899-12-30T00:00:00,0,abefc5ea78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"The management of principals of any kind (persons, objects, …) and their access to resources in an open environment which can span across different enterprise boundaries. It relies on authentication, authorization and consent mechanisms to protect privacy with a simple and easy user experience. Different parties can provide identity services (operators, social networks, GSMA, …).",Federated Identity API,,0.0,TMF691,0,1899-12-30T00:00:00,0,abefc5ec78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
0,2020-04-07T14:40:10,0.0,"The Sales Management API provides interfaces for Sales Lead, Sales Opportunity, Sales Quote and the other management capabilities to support the sales activities to build relationship with the prospect customer who could be a person or organization that has an interest in the goods and/or services and possibly become the actual customers with one or more subscriptions.",Sales Management API,,0.0,TMF699,0,1899-12-30T00:00:00,0,abefc5ed78dd11ea80ee000d3a02ed0d,2020-04-07T14:40:10,ATALMOR,ATALMOR,ATALMOR
