@UNIQUEIDENTIFIER,@INDEPENDENT,@TYPE,@GROWTHTYPE,@RELATIONSHIPFLAG,@EXPORTFLAG,@VALIDATED,@WHENCREATED,@WHENUPDATED,@DATEVALIDATED,@NOTES,@DESCRIPTION,@NAME,@PURPOSE,@TEMPLATE,@ALTERNATENAME,@MASHUPURLLINKS,@CWAVERAGERATING,@CWTOTALCOMMENT,@MATURITYLEVEL,@FRAMEWORXSTATUS,@SPLITNAME,@LINK,RCENTITYTODATASTORE@DATASTOREID,RCENTITYTOSUPERENTITY@SUPERENTITYID,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
4e3c7e71736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:26,2020-03-31T16:33:00,1899-12-30T00:00:00,,"Sales Channel ABE keeps track of distribution channels and sales activities, sales quotas, sales, contests, commission/bonus plans, commisions/bonuses, and maintaingroups of inidividuals that make up the sales force.",Sales Channel ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e73736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:26,2020-03-31T16:33:00,1899-12-30T00:00:00,,"The Applied Customer Billing Rate ABE deals with the correlation of related usage for subsequent rating, rates applied to the usage (both regulated and non-regulated), discounts to usage, and any taxes due on the rated usage.",Applied Customer Billing Rate ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e75736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:26,2020-03-31T15:14:26,1899-12-30T00:00:00,,The Applied Customer Billing Rate Spec ABE is detailed description of AppliedCustomerBillingRate entity.,Applied Customer Billing Rate Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e77736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,"The Customer Billing ABE handles real-time and non-real-time Call Detail Records (CDRs) and other sources of data that result in invoice items. The Customer Bill ABE also represents the format of a bill, schedule the production of bills, customer invoicing profiles, all the financial calculations necessary to determine the total of the bill (except for rating and rating discounts), and credits and adjustments to bills.",Customer Bill ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e79736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T15:14:27,1899-12-30T00:00:00,,"Used to manage account and its balance information. Balance (or balances) represents an amount, usually with some monetary value, usually an aggregation, that indicates an aspect of liability (often financial) between the service provider and the account holder (usually a customer). This amount can be monetary amount, or non-monetary (such as free minutes, or amount of loyalty points), can represent credit that the CSP holds for the customer (for example pre-paid balance) or debt that the customer owes the CSP (as is the normal case for post-paid A/R balance). Related tightly with customer payment and other ABEs especially in charing domain. It is intended to support a converged model applicable for both prepaid and postpaid cases.",Customer Account ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e7b736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:13,1899-12-30T00:00:00,,Keep track of the credit.,Customer Billing Credit ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e7d736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T15:14:27,1899-12-30T00:00:00,,The Customer Billing Statistic ABE represents collected data derived from CustomerBills.,Customer Billing Statistic ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e7f736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,"The Customer Bill Collection ABE handles credit violations, actions for overdue debts, and facility billing audits.",Customer Bill Collection ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e81736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T15:14:27,1899-12-30T00:00:00,,The Customer Payment ABE represents the transfer of wealth from a customer for a product or usage of product.,Customer Payment ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e83736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T15:14:36,1899-12-30T00:00:00,,To be checked if a CSP follows Dunning cases from Suppliers,Dunning ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e85736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,"Represents invoice inquiries associated with invoices sent to customers and handles disputes and adjustments on individual charges, invoices, and accounts.",Customer Bill Inquiry ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e87736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,"The Customer Interaction ABE represents communications with customers, and the translation of customer requests and inquiries into appropriate “events” such as the creation of a customer order, the creation of a customer bill inquiry, or the creation of a customer problem.",Customer Interaction ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e89736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,The Customer Problem ABE focuses on technical assistance and problem handling for customers.,Customer Problem ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e8b736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,The Customer Roles ABE is the focus on all the roles related to Customer.,Customer Roles ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e8d736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,The Customer SLA ABE is a special case of the Service Level Agreement ABE where an involved party in the agreement is a Customer. See the Agreement ABE in the Engaged Party Domain for details.,Customer Service Level Agreement ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e8f736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,"The Customer Statistic ABE represents the analysis of customer usage patterns, customer profitability statistics and churn and retention statistics.",Customer Statistic ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e91736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:27,2020-03-31T16:33:01,1899-12-30T00:00:00,,"A loyalty program is one of the tools used by the loyalty process to retain customers.
The Loyalty ABE contains all entities useful to specify and instantiate loyalty programs.
A LoyaltyProgramProdSpec defines the LoyaltyRules that have to be checked in order to identify the actions to apply. 
Depending on the type of LoyaltyRules a LoyaltyAccount might be needed to collect gains or not.
A LoyaltyProgramProduct is a type of ProductComponent and described by a LoyaltyProgramProdSpec.",Loyalty ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e93736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Loyalty Program ABE contains all entities needed to instantiate a loyalty program for a specific customer such as LoyaltyProgram and LoyaltyAccount.,Loyalty Program ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e95736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Loyalty Program Specification ABE contains all entities specifying a loyalty program such as LoyaltyProgramProdSpec and LoyaltyRule.,Loyalty Program Specification ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e97736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T16:33:01,1899-12-30T00:00:00,,"Represents an instance in the product inventory of a product offering or specification subscribed to by a party role, such as a customer, the place where the product is in use, as well as configuration characteristics, such as assigned telephone numbers and internet addresses. The Product ABE also tracks the services and/or resources through which the product is realized.",Product ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e99736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Example Product Entities ABE contains examples of Products subclasses that can be used.,Example Product Entities ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e9b736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Network Product ABE contains the NetworkProduct description and relationships.,Network Product ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e9d736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Product Price ABE describes all the prices applied to Products.,Product Price ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7e9f736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Usage Volume Product ABE contains the UsageVolumeProduct and all the entities specific to this type of product.,Usage Volume Product ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ea1736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T16:33:01,1899-12-30T00:00:00,,"The definition of how a Product operates or functions in terms of CharacteristicSpecification(s) and related ResourceSpec(s), ProductSpec(s), ServiceSpec(s) as well as a representation of how a Product operates or functions in terms of characteristics and related Resource(s), Product(s), Service(s).",Product Configuration ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ea3736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,"The Product Action ABE contains Business Entities describing possible actions for ProductSpecifications, ProductOfferings and ProductConfigSpecs.",Product Action ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ea5736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T16:33:01,1899-12-30T00:00:00,,The Product Offering ABE describes tangible and intangible goods made available for a certain price to the market in the form of product catalogs. This ABE is also responsible for targeting market segments based on the appropriate market strategy.,Product Offering ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ea7736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Pricing Logic Algorithm ABE contains entities representing an instantiation of an interface specification to external rating function (without a modeled bahavior in SID).,Pricing Logic Algorithm ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ea9736211ea80ee000d3a02ed0d,0,8c9ad37322b311e2a988984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T16:33:13,1899-12-30T00:00:00,,The PLA Spec ABE specifies Pricing Logic Algorithm.,PLA Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eab736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,Product Catalog ABE is a collection of entities that represent the specification of ProductCatalogs and catalogs described by them that contain ProductOfferings and their associated ProductOfferingPrices.,Product Catalog ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ead736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:28,2020-03-31T15:14:28,1899-12-30T00:00:00,,The Product Offering Price ABE describes all the prices related to ProductOfferings.,Product Offering Price ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eaf736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,The Product Offering Price Rule ABE describes all rules related to prices concerning ProductOfferings.,Product Offering Price Rule ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eb1736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,"The Product Offering Price Tax ABE describes how taxation is modelled in the context of ProductOfferingPrice and ProductPrice. The model covers the following aspects: • TaxDefinition and TaxExemption – these specify what the tax is and how it is calculated, including the influence of specific circumstances on the calculation • TaxProdOfferPriceAlteration – this is an alteration to a ProductOfferingPrice that projects how much tax will be added for a ProductOffering • TaxProdPriceAlteration – this is an alteration to a ProductPrice that represents how much tax will be added for a Product that was actually purchased and delivered to a Party. The tax amounts are ultimately represented on the invoice as AppliedCustomerBillingTaxRate (or AppliedPartyBillingTaxRate as per the Engaged Party model).",Product Offering Price Tax ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eb3736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,"The Product Placement ABE gives a description of how ProductOfferings are marketed, such as via direct mail. A ProductPlacement contains qualitative statements, or assessments that describe such things as market penetration, product strategy, and so forth.",Product Placement ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eb5736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,"The Product Promotion ABE describes the publication of a ProductOffering to encourage Parties to buy, rent, or in some other way procure the offering.",Product Promotion ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eb7736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Product Specification ABE contains all what represent a product specification as perceived by the business user and specifies what the marketing operator wants to sell at a functional level (i.e. what are the capacities, which usages are available…).",Product Specification ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7eb9736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,The Example Product Specification Entities ABE contains examples of ProductSpecification subclasses that can be used.,Example Product Specification Entities ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ebb736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,The Network Product Spec ABE contains the NetworkProductSpec description and relationships.,Network Product Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ebd736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,The Usage Volume Product Spec ABE contains the UsageVolumeProductSpec and all the entities specific to this type of product.,Usage Volume Product Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ebf736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T16:33:02,1899-12-30T00:00:00,,A product test is a function performed on a product that results in measures being produced that reflect the functioning of the product under test.,Product Test ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ec1736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T16:33:02,1899-12-30T00:00:00,,Represents usage of products associated with Customers used for charging that may appear on a Customer Bill.,Product Usage ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ec3736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,The Product Usage Spec ABE specifies types of usage of ProductSpecifications.,Product Usage Spec ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ec5736211ea80ee000d3a02ed0d,0,1dbf2412225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T16:33:02,1899-12-30T00:00:00,,"The Service ABE contains entities that are used to represent both customer-facing and resource-facing types of services. Entities in this ABE provide different views to examine, analyze, configure, monitor and repair Services of all types. Entities in this ABE are derived from Service Specification entities.",Service ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
4e3c7ec7736211ea80ee000d3a02ed0d,0,c1bf5a91225b11e2a987984be1bad6a0,0,0,0,0,2020-03-31T15:14:29,2020-03-31T15:14:29,1899-12-30T00:00:00,,"The Customer Facing Service ABE defines the characteristics of a particular CustomerFacingService that represents a realization of a Product within an organization's infrastructure. In contrast, the Resource FacingS ervice ABE is an abstraction that defines the characteristics of a particular ResourceFacingService which support the network/infrastructure facing part of CustomerFacingService. ResourceFacingServices are ""internal"" Services that are required to support a CustomerFacingService. Entities in this ABE provide different views to examine, analyze, configure, monitor and repair CustomerFacingServices of all types. Entities in this ABE are derived from Customer Service Specification entities.",Customer Facing Service ABE,,0,,,0.0,0.0,29cf62474cac11e39beff81a67018365,,,,0,0,ATALMOR,ATALMOR,ATALMOR
